,ref_id,client_division,description,vendor,contract_value,contract_date,type,date_won,currency
10,"SR3060811580, WS3070234667",Fire Services,"Scope of Work,Non-Competitive Procurement for Room Rental Related to TFS Recruitment Training with the University of,Toronto Chestnut Residence & Conference Centre (UTCRCC) from July 12, 2021 to March 31, 2022 due to,COVID restrictions.,TFS does not have the classroom capacity in any of our facilities to hold a recruit class of 96 candidates with physical distancing.",university of toronto,45735.0,07/31/2022,non-competitive,,CAD
11,10948,Fleet Services,"For the provision of upgrades to FuelFocus, the current fuel hardware, warranty, licenses and services for AssetWorks to assess the current state of the hardware to recommend needed improvements.",assetworks inc,161668.8,12/22/2021,non-competitive,,CAD
12,WS3129354593 / SR3020983643,Real Estate Services,For the provision of contract administration and site inspection services for window replacement and skylight glazing units at Metro Hall,wsp canada inc,59400.0,01/31/2022,non-competitive,,CAD
13,WS3279360416,Revenue Services,"For the Maintenance and Support of SmartAddresser validation software as mandated by Canada Post for the City of Toronto's Revenue Services Division for a period of one (1) year from January 1, 2022 to December 31, 2022, with the option to renew the Purchase Order for three (3) additional one (1)-year periods",datatech smartsoft software inc,2138.0,01/25/2022,non-competitive,,CAD
14,"SR3151518990, WS3300893582","Parks, Forestry & Recreation","Three-year subscription of Social Pinpoint - Online Consultation Tool.,A continuation of the subscription service will allow Technology Services to continue their efforts to,develop, test, implement and train staff, while allowing divisions to continue to meet current and future,demands for online engagement.",social pinpoint pty ltd,15590.0,01/27/2022,non-competitive,,CAD
15,"SR3150292769, WS3156656360",Transportation Services,"For the non-exclusive supply, supply of all labour, parts, materials, insurance, travel time, mileage, services, supplies, tools, apparatus, transportation, equipment and incidentals required to provide all operations necessary for the preventative maintenance to maintain/repair/replacement for five (5) existing RWIS (Road Weather Information Systems).",dtn canada inc,331281.26,01/27/2022,non-competitive,,CAD
16,WS3215228716,Facilities Operations,"For bridge contract for the provision of Hazardous Materials and Designated Substances Consulting Services for the City of Toronto's Corporate Real Estate Management Division for a period of six (6) months from January 1, 2022 to June 30, 2022",ecoh management inc,230000.0,01/01/2022,non-competitive,,CAD
17,WS3313167457 / SR3264080577,Transportation Services,For Falling Weight Deflectometer Testing on Soil Cells for Transportation Services,engtec consulting inc,7600.0,01/19/2022,non-competitive,,CAD
18,WS3305027265,"Shelter, Support & Housing Administration","For the Qualitative Mask Fit Testing Apparatus and Training Services for the City of Toronto's Shelter, Support & Housing Administration Division for a period of one (1) year from date of award",spi health and safety inc,100000.0,01/18/2022,non-competitive,,CAD
19,SR3276538902 WS3283350086,Special Projects,"For Professional and Technical Services for Design, Preparation of Tender Documents and Contract Administration for the New Construction of the Net Zero Energy Building of Mount Dennis Childcare Centre at 1234 Weston Road.",coolearth architectural inc,180000.0,01/01/2022,non-competitive,,CAD
20,SR3325129294 WS3325400200,Purchasing & Materials Management,For the supply and delivery of N95 3M 9205+ Masks needed to support the continued response to the Emergency of COVID-19 Pandemic. ,,410000.0,01/17/2022,non-competitive,,CAD
21,WS3215372783,Facilities Operations,"For bridging contract for the provision of Hazardous Materials and Designated Substances Consulting Services for the City of Toronto's Corporate Real Estate Management Division for a period of six (6) months from January 1, 2022 to June 30, 2022",pinchin ltd,230000.0,01/01/2022,non-competitive,,CAD
22,WS3215354742,Facilities Operations,"For bridging contract for the provision of Hazardous Materials and Designated Substances Consulting Services for the City of Toronto's Corporate Real Estate Management Division for a period of six (6) months from January 1, 2022 to June 30, 2022",fisher environmental,230000.0,01/01/2022,non-competitive,,CAD
23,WS3290668484,Children’s Services,"For bridging contract for the provision of written translation services for the City of Toronto's Children's Services Division for a two (2)-month period from January 1, 2022 to February 28, 2022",911 interpreters inc,7652.56,01/01/2022,non-competitive,,CAD
24,SR3207934799 WS3208158198,"Parks, Forestry & Recreation","For providing services to verify proof of vaccination for patrons and visitors, at up to 22 City-operated arena facilities, seven days per week from October 16, 2021 to March 31, 2022.",carraway inc,850000.0,10/16/2021,non-competitive,,CAD
25,WS3300807398,Auditor General,This information cannot be disclosed.,this information cannot be disclosed,58700.0,01/07/2022,non-competitive,,CAD
26,WS3300717056,Auditor General,This information cannot be disclosed.,this information cannot be disclosed,75000.0,01/07/2022,non-competitive,,CAD
27,WS3279390449,Economic Development & Culture,"For the required courses for the Certificate of Local Economic Development (LED) program for 6 students sponsored by the City of Toronto's Economic Development & Culture Division for a period of one (1) year from September 8, 2021 to September 7, 2022",ryerson university,16958.76,01/10/2022,non-competitive,,CAD
28,WS3318067166,Court Services,"For the renewal of the existing subscription for Zoom Pro licenses for the City of Toronto's Court Services Division for a period of twelve (12) months starting on November 12, 2021",zoom video communications inc,6091.2,01/11/2022,non-competitive,,CAD
29,WS3313645286,Purchasing & Materials Management,"For the supply and delivery of Rapid Test Kits (RATs, Rapid Antigen Tests) needed to support the continued response to the Emergency of COVID-19 Pandemic for the City of Toronto's Purchasing and Materials Management Division (Stores) for a period of six (6) months from January 5, 2022 to July 4, 2022",medline canada oa medical mart,14500000.0,01/05/2022,non-competitive,,CAD
30,SR3142464022 WS3224934296,Real Estate Services,For the maintenance of 3 elevators at 877 Yonge St. during the months of May 2021 through November 2021.,element elevators inc,9275.07,12/22/2021,non-competitive,,CAD
31,WS3292512713,Information & Technology,For a bridging purchase order for ServiceNow subscriptions for the City of Toronto's Technology Services Division for a period of twelve (12) months starting in December 2021,servicenow inc,390131.03,12/30/2021,non-competitive,,CAD
32,11537,Human Resources,"AUTHORITY: GL22.16, Adopted by City Council on May 5 and 6, 2021,For the provision of annual license fees for the City's Enterprise Learning/Talent Management System and Online Content Libraries, elearning content and additional modules/products/services for a three (3) year period from January 1, 2022 to December 31, 2024, all in accordance with the Agreement effective January 1, 2022. The City shall be entitled to renew this Agreement on the same terms and conditions for two (2) additional terms of twelve (12) months each (each a ""Renewal Term"").",cornerstone ondemand,4126016.0,01/01/2022,non-competitive,,CAD
33,SR3256144612 WS3263179013,Public Health,"For the Soutron Library Management System License Fees and Training for the City of Toronto's Public Health Division for a period of two (2) years from December 29, 2021 to December 28, 2023",soutron global inc,21600.0,12/30/2021,non-competitive,,CAD
34,WS3193821627,Emergency Medical Services,"For the supply and delivery of four (4) Nocospray systems with accessories to meet increased demand for cleaning of ambulances used to treat COVID-19 patients for the City of Toronto's Paramedic Services Division from date of award to December 31, 2022",amg medical inc,63342.0,12/29/2021,non-competitive,,CAD
35,WS3295878219,Purchasing & Materials Management,"For the supply and delivery of Rapid Test Kits needed to support the continued response to the Emergency of COVID-19 Pandemic for the City of Toronto's Purchasing and Materials Management Division (Stores) from date of award to June 30, 2022",btnx inc,13200000.0,12/22/2021,non-competitive,,CAD
36,WS3298685904,Purchasing & Materials Management,"For the supply and delivery of Nasopharyngeal Rapid Test Kits needed to support the continued response to the Emergency of COVID-19 Pandemic for the City of Toronto's Purchasing and Materials Management Division (Stores) for a period of six (6) months from December 24, 2021 to June 23, 2022",bio nuclear diagnostics inc,900000.0,12/24/2021,non-competitive,,CAD
37,WS3039603928,City Clerk's Office,"For the purchase and implementation of an on-premise Case Management System and related services for the City of Toronto's City Clerk's Office for a period of three (1) years, with the option to renew the Purchase Order for two (2) additional one (1)-year periods",resolve software group canada inc,415682.0,12/22/2021,non-competitive,,CAD
38,SR3257910074 WS3277783799,Toronto Water,"For the non-exclusive supply of Rental Services of Tools and Equipment including delivery /freight charges, cleanup of tools and equipment and any miscellaneous charges to the City of Toronto's Toronto Water Division, from December 16, 2021 to June 15, 2022. This Contract will serve as a Bridging Contract,to 47020489.",,17000.0,12/16/2021,non-competitive,,CAD
39,SR3248237805 WS3249957888,Purchasing & Materials Management,For Supply Chain Recruitment Services for the City of Toronto's Purchasing & Materials Management Division to be provided for a period of one(1) year.,argentus search group ltd,100215.0,11/02/2021,non-competitive,,CAD
40,SR3251827741 WS3263178974,Facilities Operations,"For the provision of the non-exclusive supply of labour, materials and supervision for the regular maintenance and adjustments to the Heritage Timepiece at Old City Hall, from January 1, 2022 to January 31, 2023.",scotiabell inc,42661.16,01/01/2022,non-competitive,,CAD
41,WS3258581853,311 Toronto,"For the necessary end-user license renewal including support and maintenance of the Verint Impact 360 software for the City of Toronto's 311 Toronto Division for a period of thirty-nine (39) months from November 1, 2021 to January 31, 2025",verint americas inc,264129.06,12/20/2021,non-competitive,,CAD
42,WS3258581648,"Social Development, Finance & Administration","For the work already completed for the extension of DPO No. 3599075 due to further work of Consulting Services for SafeTo required to meet provincial deadline for the City of Toronto's Social Development, Finance & Administration Division for a period of one (1) month from May 17, 2021 to June 18, 2021",tommy taylor,7875.0,12/17/2021,non-competitive,,CAD
43,WS3147851257 / SR3102852940,Solid Waste Management Services,"Authority: GM27.6 adopted by City Council February 19, 2014,For Stormwater Management Pond Maintenance and Clean-out at Disco Road Organics Processing Facility (DROPF) ",trca  toronto region conservation authority,270825.78,12/09/2021,non-competitive,,CAD
44,SR3156277231 WS3175301688,"Social Development, Finance & Administration","For Community Crisis Support Service, as part of the City#s implementation of the Community Crisis Support Service Pilot, authorized by City Council. Supplier will be responsible for triaging calls to the mobile teams, and as appropriate, connecting inbound callers to support services and programs, and provide follow-up post-crisis supports.",findhelp information services,200000.0,12/09/2021,non-competitive,,CAD
45,WS3224922022,"Parks, Forestry & Recreation","For the Work Already Completed for Personal Support Workers providing personal care and support to City of Toronto - Adapted and Inclusive camps for participants with various disabilities for the City of Toronto's Parks, Forestry and Recreation Division, for July and August 2021",nexim healthcare consultants inc,29285.55,12/15/2021,non-competitive,,CAD
46,WS3234300405,Chief Financial Officer,"For the consulting services to assist the City in connection with a proposed reorganization or transfer of certain District Energy assets held by Toronto Community Housing Corporation and its subsidiaries to another entity controlled by the City for the City of Toronto's Office of the Chief Financial Officer from date of award to February 28, 2022",ernst  young llp,341250.0,12/10/2021,non-competitive,,CAD
47,WS3256159154,Facilities Operations,"For the supply, delivery, installation, verification, programming, testing, commissioning and warranty of EasySet + Risk Reporting Application for the City of Toronto's Corporate Real Estate Management Division for a period of one (1) year with Delivery Date of December 31, 2021, with the option to renew the Purchase Order for four (4) additional one (1)-year periods",easyset llc,3800.0,12/10/2021,non-competitive,,CAD
48,WS3261851128/ SR3251840475,Transportation Services,"For the non-exclusive supply and delivery of Reflective and Non-Reflective Sheeting, on an as and when required basis, for the City of Toronto's Transportation Services Division for a three (3) month period from December 3, 2021 to February 28, 2022",3m canada inc,50000.0,12/03/2021,non-competitive,,CAD
49,WS3129533416/ SR3047707948,Fire Services,"Authority: GL25.7 adopted by City Council on October 1, 2021,For the supply and delivery of Original Equipment Manufacturer of E-One and Bronto parts to the City of Toronto Fire Services on an as required basis for the period commencing on January 1, 2022 and ending on December 31, 2026",darch fire inc,653814.34,01/01/2022,non-competitive,,CAD
50,10773,Fleet Services,"For the supply and delivery of the proprietary Original Equipment Manufacturer (OEM) parts and services,for Chrysler, Jeep, Dodge and Ram vehicles.",,6585824.0,11/19/2021,non-competitive,,CAD
51,SR3228645491 WS3233133285,Economic Development & Culture,For the service of a qualified facilitator (the Vendor) to lead meetings of a Community Advisory Committee tasked with recommending new names for Dundas Street and other City properties bearing Dundas' name.,creative process inc,56500.0,11/26/2021,non-competitive,,CAD
52,SR3229395569 WS3232638724,Public Health,"For the non-exclusive supply of services including contract security guard service, housekeeping & custodial, and waste removal for the TPH Covid-19 immunization clinic located at Toronto Congress Centre.",the congress centres inc,350177.25,11/26/2021,non-competitive,,CAD
53,"SR3188900537, WS3260143667",Fire Services,"Primary Vendor for the non-exclusive provision of Chassis Springs and Suspension Component repair services and parts for vehicles and heavy duty equipment operated by the Toronto Fire Services Division at the Vendor's facility within the Greater Toronto Area. Toronto Fire Services is requesting a bridging contract with Total Suspension Inc., contract no. 47020325.",total suspensions inc,244899.04,12/01/2021,non-competitive,,CAD
54,"SR3150216108, WS3179418894",Fire Services,"For the provision of repairs of Draeger Safety Canada Limited brand proprietary thermal imaging cameras.,Repairs to Thermal Imaging Cameras.",draeger safety canada limited,484707.3,12/01/2021,non-competitive,,CAD
55,"SR3103391993, WS3119475438",Transportation Services,"The City of Toronto (Transportation Services Division) is requesting quotes to produce and edit high quality videos, including drone footage and photos, for its ActiveTO initiatives in 2021. Specifically, a new installation called the ActiveTO MidTown Complete Street Pilot and an updated Major Weekend Road Closures program (with new locations this summer).",angry whale media inc,5720.0,12/02/2021,non-competitive,,CAD
56,WS3217065308,Fleet Services,"For bridging contract with Secondary Vendor for the non-exclusive provision of Chassis Springs and Suspension Component repair services (the ""Services"") and parts for vehicles and heavy duty equipment operated by the Fleet Services Division at the Vendor's facility within the Greater Toronto Area (GTA) for a fixed period of six (6) months from December 20, 2021 to June 19, 2022",transit springs service ltd,128894.0,12/20/2021,non-competitive,,CAD
57,WS3216958572,Fleet Services,"For bridging contract with Primary Vendor for the non-exclusive provision of Chassis Springs and Suspension Component repair services (the ""Services"") and parts for vehicles and heavy duty equipment operated by the Fleet Services Division at the Vendor's facility within the Greater Toronto Area (GTA) for a fixed period of six (6) months from December 20, 2021 to June 19, 2022",total suspensions inc,151031.0,12/20/2021,non-competitive,,CAD
58,WS3258581796,Toronto Water,"For the renewal of Laserfiche Software Assurance Plan (LSAP) maintenance and support services for the City of Toronto's Toronto Water Division for a period of one (1) year from November 8, 2021 to November 7, 2022, with the option to renew the Purchase Order for four (4) additional one (1)-year periods",ricoh canada inc,9748.0,12/06/2021,non-competitive,,CAD
59,SR3183405739 WS3189908041,Economic Development & Culture,"For the service of Video Recording, Editing and Production Fees for a recorded interview about,life-changing patient experience in Toronto's medical technology sector.",orthocast corporation,4000.0,12/05/2021,non-competitive,,CAD
60,WS3261512245 / SR3260015124,Solid Waste Management Services,Provision of Professional Technical Services including surveys for single-use and takeaway items reduction strategy for Solid Waste Management Services ,ipsos lp,170200.0,12/06/2021,non-competitive,,CAD
61,SR3151630802 WS3168534722,Economic Development & Culture,"For the supply of multi-year, professional consulting services in the design, delivery and completion of the,Cultural District Designation Program & Little Jamaica Cultural District Master Plan, all in accordance with,the Agreement dated October 20, 2021 between the City of Toronto and Jay Pitter Placemaking Inc.",jay pitter placemaking inc,395420.0,11/12/2021,non-competitive,,CAD
62,SR3164656493 WS3246084575,Fleet Services,"For the non-exclusive supply and delivery of labour, materials, tools, equipment, travel time, mileage, fuel,and incidentals necessary to perform inspections, cleaning, testing, repairs, and provide parts and services, as and when required, for exhaust systems repairs and diesel particulate filter (DPF) & diesel oxidation catalyst (DOC) cleaning for the City of Toronto's Fleet Services Division to be provided for a period of three (3) months, from December 1, 2021, to February 28, 2022. This Contract will serve as a Bridging Contract,to 47020289.",bds fleet service,29627.0,12/01/2021,non-competitive,,CAD
63,SR3164656493 WS3246084575,Fleet Services,"For the non-exclusive supply and delivery of labour, materials, tools, equipment, travel time, mileage, fuel,and incidentals necessary to perform inspections, cleaning, testing, repairs, and provide parts and services, as and when required, for exhaust systems repairs and diesel particulate filter (DPF) & diesel oxidation catalyst (DOC) cleaning for the City of Toronto's Fleet Services Division to be provided for a period of three (3) months, from December 1, 2021, to February 28, 2022. This Contract will serve as a Bridging Contract,to 47020289.",extreme garage,73697.0,12/01/2021,non-competitive,,CAD
64,SR3248111400 WS3258176658,Court Services,"For the thermal paper rolls for the printing of tickets by enforcement agencies under the Provincial Offences Act, all in accordance with the Quote # 21111709 submitted on November 17, 2021.",,105335.93,11/26/2021,non-competitive,,CAD
65,SR3187916671 WS3204758991,Economic Development & Culture,"For the services required for sidewalk and curb repairs on Bloor Street, in The Kingsway Business Improvement Area, all in accordance with the Agreement dated November 5, 2021 between the City of Toronto and Black and Mcdonald Limited.",,24997.5,11/18/2021,non-competitive,,CAD
66,SR3187916671 WS3204758991,Economic Development & Culture,"For the services required for sidewalk and curb repairs on Bloor Street, in The Kingsway Business Improvement Area, all in accordance with the Agreement dated November 5, 2021 between the City of Toronto and Black and Mcdonald Limited.",,24997.5,11/18/2021,non-competitive,,CAD
67,"SR3189138707, WS3229713768",Fire Services,Non-exclusive provision of Chassis Springs and Suspension component repair services and parts for vehicles and heavy duty equipment for Toronto Fire Services,transit spring service ltd,115820.5,12/02/2021,non-competitive,,CAD
68,WS3187318911,Facilities Design & Construction,For the provision of ongoing environmental soil remediation to meet Ministry of Environment (MOE) requirements to proceed to construct the new park located at the corner of Harrison Street and Dovercourt Road,husky general contracting inc,195260.0,12/02/2021,non-competitive,,CAD
69,WS3234350957,Economic Development & Culture,For the Work Already Completed for mentoring services for the Summer Company Program,michael mouradian,4140.0,12/01/2021,non-competitive,,CAD
70,WS3194461202,"Social Development, Finance & Administration","For the Work Already Completed for COVID-19 Vaccine hesitancy training for the City of Toronto's Social Development, Finance & Administration Division",beworks inc,85000.0,12/01/2021,non-competitive,,CAD
71,WS3194461233,Public Health,"For the update on the Toronto Drug Strategy for the City of Toronto's Public Health Division from date of award to December 31, 2022",mass lbp inc,178000.0,11/22/2021,non-competitive,,CAD
72,WS3207858672,Engineering & Construction Services - Engineering Services,Provision of consulting engineering services for Geotechnical Investigation Coring for the Sub-surface Voids under the Existing Pavement and TTC Track ROW on Victoria Street,geopro consulting,16810.0,11/23/2021,non-competitive,,CAD
73,WS3155126690,Engineering & Construction Services - Capital Works Delivery,Provision of Consulting Services for Detailed Design Services for Bloor Street between Spadina Ave and Avenue Road,wsp canada inc,370256.56,11/24/2021,non-competitive,,CAD
74,WS3172431143,Toronto Water,Supply of FME Server Engine and FME Server Edition,safe software inc,13300.0,11/15/2021,non-competitive,,CAD
75,WS3131425844,Toronto Water,Supply and delivery of Websphere 9 Upgrade,neptune technology group,98750.0,11/15/2021,non-competitive,,CAD
76,WS3113818002,Solid Waste Management Services,"Non-exclusive supply of all labour, materials, equipment, supervision and warranty necessary for Window Roll Down Blind Supply, Installation and Repair for various locations throughout the City of Toronto",shutter professionals inc,10000.0,07/31/2021,non-competitive,,CAD
77,WS3124666700,Fire Services,Supply and delivery of six (6) 105' rear-mounted aerial devices,safetek emergency vehicles ltd,9544995.0,11/03/2021,non-competitive,,CAD
78,WS3168743067,Transportation Services,Review of design changes and modifications to the Overhead Sign Support Structures-Gardiner Expressway,art engineering,600.0,11/08/2021,non-competitive,,CAD
79,WS3090269018,Transportation Services,Traffic Planning Services for CafeTO Program,ibi group professional services,156250.0,09/10/2021,non-competitive,,CAD
80,WS3187959287,Fleet Services,"For bridging contract for the non-exclusive provision of medium-duty vehicle and equipment Towing, Floating and Road-side Assistance Services within the Greater Toronto Area (GTA) and/or outside of the GTA in Ontario, on an 'as and when required' basis, for the City of Toronto for a six (6) months from November 21, 2021, to May 20, 2022,",24 hours ssr auto towing inc,28637.67,11/21/2021,non-competitive,,CAD
81,WS3187959339,Fleet Services,"For bridging contract for the non-exclusive provision of light-duty vehicle and equipment Towing, Floating and Road-side Assistance Services within the Greater Toronto Area (GTA) and/or outside of the GTA in Ontario, on an 'as and when required' basis, for the City of Toronto for a period of six (6) months from November 21, 2021, to May 20, 2022",24 hours ssr auto towing inc,59173.68,11/21/2021,non-competitive,,CAD
82,WS3193821585,City Clerk's Office,For the Work Already Completed for the supply and delivery of 100 sets of elevator decals,peek digital imaging inc,8034.76,11/12/2021,non-competitive,,CAD
83,WS3131058304,Long-Term Care Homes & Services,"For bridging contract for the non-exclusive supply of all labour, materials, equipment, supervision and warranty necessary for Window Roll Down Blind Supply, Installation and Repair for various locations throughout the City of Toronto, for a period of six (6) months from August 1, 2021 to January 31, 2022",shutter professionals inc,200000.0,08/01/2021,non-competitive,,CAD
84,WS3204394796,Environment & Energy Office,"For the advice on a climate action plan for the implementation of the TransformTO plan for the City of Toronto's Environment & Energy Division from October 27, 2021 to December 31, 2021",mars discovery district,50000.0,11/05/2021,non-competitive,,CAD
85,SR3142367409 WS3149163628,"Parks, Forestry & Recreation",This information cannot be disclosed.,this information cannot be disclosed,150000.0,10/06/2021,non-competitive,,CAD
86,SR3134143700 WS3138733622,Human Resources,"For public consultations with women, girls, trans and non-binary residents in Toronto for the City of Toronto's People & Equity Division",social planning toronto,65000.0,10/15/2021,non-competitive,,CAD
87,SR3092241100 WS3141730881,Long-Term Care Homes & Services,For the non-exclusive supply and delivery of Carendo Shower Chairs and accessories.,,55550.75,10/26/2021,non-competitive,,CAD
88,SR3192826608 WS3206276960,Real Estate Services,"For the supply, delivery, installation, and removal of Christmas Trees at City Hall, Scarborough Civic,Centre, and the East York Civic Centre",wm weller tree service ltd,341550.32,11/01/2021,non-competitive,,CAD
89,WS3205129327,Facilities Operations,"For non-exclusive supply and delivery of twenty (20) Air Purification Units and associated HEPA Filters for the City of Toronto's Corporate Real Estate Management Division for a period of one (1) year from October 29, 2021 to October 28, 2022",international power systems inc,115732.56,10/29/2021,non-competitive,,CAD
90,WS3207708906,Court Services,"For the renewal of Software Licenses From SAS Institute (Canada) Inc. for two (2) users for the City of Toronto's Court Services Division for a period of one (1) year from October 31, 2021 to October 30, 2022, with the option to renew the Purchase Order for four (4) additional one (1)-year periods",sas institute canada inc,3909.0,10/21/2021,non-competitive,,CAD
91,WS3108416186,Legal Services,"For the provision of legal services to the City of Toronto regarding the Defence of Ontario Fire Code Charges of the City of Toronto's Legal Services Division from date of award to December 31, 2022",borden ladner gervais llp,40000.0,10/20/2021,non-competitive,,CAD
92,WS3144108092,Information & Technology,"For the renewal of the Blue Canvas release management tool for Salesforce for the City of Toronto's Technology Services Division for a period of one (1) year from July 31, 2021 to July 30, 2022",blue canvas labs inc,49990.0,10/07/2021,non-competitive,,CAD
93,WS3188020197,Information & Technology,"For the renewal of Uniface Software Maintenance for the City of Toronto's Technology Services Division for a period of one (1) year from August 1, 2021 to July 31, 2022, with the option to renew the Purchase Order for one (1) additional one (1)-year period",uniface bv,119015.9,10/12/2021,non-competitive,,CAD
94,WS3039122780,Long-Term Care Homes & Services,"For the work already completed for the provision of organic waste removal services for Seven Oaks Long-Term Care Home for a period of four (4) months from March 1, 2021 to June 30, 2021",wasteco,6056.96,10/10/2021,non-competitive,,CAD
95,WS3152278800,Fleet Services,"For the bridging contract for the non-exclusive provision of preventative maintenance and repair services on refuse type trailers as and when required, for the City of Toronto's Fleet Services division for a period of three (3) months from October 1, 2021 to December 31, 2022",parente garage,107287.0,10/01/2021,non-competitive,,CAD
96,WS3106544074,"Parks, Forestry & Recreation","For the Non-Competitive contract with existing vendor for the extension of proprietary information technology maintenance and support, license subscription, and the provision of profession services for the solutions",visionmax solutions inc,39411.84,09/29/2021,non-competitive,,CAD
97,SR3148686161 WS3153374620,City Planning,"For the provision of consulting services for the Villiers Island Commercial Activation Study for the period from October 1, 2021 to June 30, 2022",tate economic research inc,30510.0,10/01/2021,non-competitive,,CAD
98,SR3067864093 WS3074499795,Real Estate Services,"For the non-exclusive supply of all labour, materials, equipment and supervision necessary for all site preparation work, and fabrication of Overhead Doors for the period from August 1, 2021 to January 15, 2022",admor industrial dock  door systems inc,190000.0,08/01/2021,non-competitive,,CAD
99,SR3027184256 WS3039038135 ,City Clerk's Office,"For the provision of Maintenance and support for WebGenCat Descriptive Database for the period from July 1, 2021 to June 30, 2022",lucidea technologies corp,19138.9,07/01/2021,non-competitive,,CAD
100,10696,Environment & Energy Office,"For the provision of the setup of and the subscription service to a shared Smart Commute Online Commuting Tool owned by the Vendor to be customized for the City's Smart Commute program users, all in accordance with the SOFTWARE LICENSE AND SERVICE AGREEMENT made on October 15, 2021.",rideshark corporation,81000.0,10/25/2021,non-competitive,,CAD
101,11708,Waterfront Secretariat,"For the provision of professional services to complete a review (the ""Review"") to ensure the City's Waterfront Secretariat is set up for success to lead, coordinate and help deliver the City's waterfront revitalization priorities, all in accordance with the KPMG Proposal dated March 29, 2021 and with the Agreement made on June 15, 2021.",kpmg,144000.0,09/03/2021,non-competitive,,CAD
102,SR3159772465 WS3168669211,311 Toronto,For the provision of InGenius Connector Enterprise Licenses and Test Users for two year term.,upland software inc,235580.57,10/06/2021,non-competitive,,CAD
103,SR3148767136 WS3153432648,City Planning,"For Peer Review Services for the assessment of noise and air quality studies submitted in support of the Villiers Island Zoning By-law Amendment for the period from date of award to June 30, 2022.",golder associates ltd,77880.0,10/12/2021,non-competitive,,CAD
104,SR3148641354 WS3153374576,City Planning,"For the provision of consulting services for the Villiers Island Commercial Transportation Study for the period from October 1, 2021 to June 30, 2022.",dillon consulting ltd,89553.0,10/01/2021,non-competitive,,CAD
105,SR3069106787 WS3070103260,Real Estate Services,"For the non-exclusive supply of all labour, materials, equipment and supervision necessary for all site,preparation work, and fabrication of Overhead Doors for the period from August 1, 2021 to January 15, 2022.",wilcox door service inc,375000.0,08/01/2021,non-competitive,,CAD
